885274,13713
886966,10590
891830,20276
893341,4589
905105,2904
905842,27086
908752,2773
910127,14938
910944,22096
912523,23479
914883,36017
916639,25626
916688,38674
920051,26892
920582,19389
924553,19375
925566,25288
926045,5963
926767,12985
928202,1761
929471,6220
936122,18130
936249,39316
941674,38155
943724,23232
944786,14512
946209,20456
946884,33461
947281,18362
948895,2571
949218,13412
949363,35074
950645,13785
951766,16691
951916,23483
953321,37731
955011,21060
955506,12772
955551,1910
955564,30624
956492,31579
956712,6228
958766,24391
959956,18024
960887,18224
960961,1430
963122,2152
963151,15065
964144,17021
964583,25767
964671,24700
965382,19548
965649,2582
966810,19892
968252,12781
968368,11318
968835,38516
968964,219
969277,29045
969545,8041
970485,5954
971908,26117
973332,19163
973412,13765
973490,11666
973839,9767
974431,4491
974911,77
975256,806
975373,22078
975645,21564
975670,20712
975702,4835
975724,27333
976486,18235
977091,6724
978493,18037
978655,32855
978905,12265
979057,30152
979288,17554
981106,39160
981245,32302
983991,22938
984594,3575
984610,31557
984728,16596
984862,32026
985680,36532
985869,19792
986670,12038
986716,10729
986927,19528
987343,13425
988374,1592
988450,16934
988502,8880
989054,30087
989664,9681
989809,39238
990448,4231
991013,5349
991897,24912
992003,24690
992134,17792
992557,25135
992649,32814
993109,26800
993349,29623
993466,15691
993621,19228
993782,18774
994108,7688
994125,27207
994331,31666
994884,39902
995178,33984
995510,13829
995520,10896
995776,18631
995901,10645
996356,3187
996919,15756
997175,4764
997423,16843
997749,5618
998035,32589
1000036,24211
1000239,7914
1001238,35910
1002188,27127
1002402,40
1002487,36983
1002948,28981
1003638,21614
1004251,8519
1004298,38502
1004357,30289
1004398,109
1004454,24273
1005782,30193
1006454,7752
1007370,32215
1008074,866
1008655,10975
1009375,34333
1009492,39828
1009501,38844
1009546,19765
1009838,14170
1009979,23300
1010752,33595
1011003,28658
1011179,33319
1011235,8046
1011262,6540
1011540,6218
1011939,36461
1012276,4745
1012706,33948
1012755,20813
1013185,29874
1013395,38883
1014303,7375
1014339,5829
1014410,5386
1014498,25714
1014784,27898
1014938,20448
1015189,23164
1015288,21638
1015299,17201
1015399,10465
1015479,31075
1015539,25665
1015732,25924
1017588,6473
1017627,33375
1017737,6847
1017952,17704
1017960,34898
1018332,16396
1018364,15971
1018476,28310
1018713,21293
1019120,6997
1019260,7514
1019347,1269
1019618,32546
1020976,23971
1021177,34432
1021272,13257
1021431,31651
1021540,28904
1021674,39202
1022362,16978
1022432,1731
1022511,13796
1022670,21706
1022760,15090
1022763,37682
1022837,28315
1022845,31497
1022980,28570
1023202,23798
1023610,16994
1023622,1203
1023772,30850
1023836,30441
1024446,32834
1024529,24859
1024605,16247
1024809,24909
1024999,16581
1025129,33685
1025307,39724
1025358,11085
1025410,18401
1025414,28599
1025645,32051
1025703,2202
1026922,19221
1027005,35362
1027832,8256
1027931,25064
1028034,1474
1028187,15762
1028563,17338
1028566,13960
1029327,20573
1029448,18989
1029828,4766
1029971,16084
1030187,17253
1030424,14812
1030638,14936
1030644,572
1030812,15869
1031079,10798
1031108,37263
1031259,5574
1031305,9968
1031667,22548
1031692,6834
1031789,17357
1032064,17777
1032139,16877
1032169,4896
1032237,36433
1032577,6927
1032737,20288
1033047,24893
1033459,29403
1033611,7369
1033696,14642
1033921,17847
1034098,39085
1034571,3325
1034766,28530
1034947,20349
1035278,20174
1035396,34485
1035404,1249
1035417,17007
1035667,21082
1035924,19752
1036049,35766
1036412,18971
1036914,10259
1036956,29009
1037016,23268
1037122,14609
1037185,32141
1037671,13665
1037744,4947
1037867,12486
1038067,5077
1038131,37752
1038751,32205
1038762,8219
1039148,20791
1039390,22419
1039411,38544
1039596,20923
1039654,5531
1039682,31754
1039704,22641
1039822,14985
1039869,22162
1039871,37697
1039961,26111
1040389,21573
1040411,21225
1040422,14563
1040581,15835
1041187,36509
1041373,8751
1042015,21006
1042078,33881
1042227,427
1042411,426
1042853,26565
1043003,20140
1043078,21059
1043194,4177
1043220,3599
1043542,35393
1043783,15793
1043918,39199
1044986,37025
1045036,31945
1045308,32452
1045385,15726
1045721,20590
1045887,30728
1046082,12282
1046154,34748
1046181,9885
1046368,21810
1046585,39937
1046795,33221
1046907,17491
1047207,19993
1047223,3617
1047935,3785
1048235,28050
1048249,309
1048287,1956
1048317,1786
1048503,26711
1048766,21583
1049265,17057
1049649,35149
1049689,12843
1049967,4816
1049997,1123
1050355,28027
1050691,38917
1050712,7108
1050765,32953
1050926,19426
1051426,24331
1051523,24951
1051578,17571
1051834,32579
1052119,7731
1052132,33351
1052134,22824
1052169,2953
1052206,22956
1052243,9430
1052631,29575
1052923,9760
1052982,6333
1053550,7025
1053934,30857
1054421,12683
1054466,24048
1054805,19166
1054844,8693
1055180,10968
1055395,38053
1055495,38457
1055547,2921
1055645,11360
1056232,647
1056333,232
1056424,28287
1056431,25014
1056452,7448
1056611,18301
1056645,7629
1056691,27647
1056909,5899
1056919,20175
1057332,39510
1057505,24966
1057510,5280
1057547,32178
1057736,23186
1057939,30115
1058088,424
1058287,39599
1058358,16892
1058388,32624
1058404,11750
1058543,25080
1058544,25969
1058913,5833
1059104,13389
1059147,32165
1059279,26153
1059398,14476
1059489,9110
1059506,31389
1059657,3725
1059687,11588
1059821,22093
1059878,21024
1060310,26528
1060379,21842
1060409,38927
1060486,12939
1060914,28873
1060933,20972
1060982,25
1061108,12016
1061225,3302
1061350,19647
1061540,24473
1061707,11188
1061801,15034
1061829,9600
1062075,32186
1062209,3288
1062354,21628
1062451,33898
1062502,27781
1062563,11777
1062712,29247
1062807,18648
1063061,21764
1063151,12899
1063210,18692
1063215,35851
1063247,30680
1063318,28914
1063419,11668
1063843,67
1063860,7596
1063867,12555
1063896,23406
1064179,1255
1064501,27439
1064564,22586
1065163,4831
1065218,22375
1065220,12621
1065366,32057
1065459,37749
1065873,9472
1065925,20897
1065956,37544
1066004,17433
1066214,25947
1066358,26914
1066423,16614
1066897,31101
1066908,2696
1067091,17701
1067201,8556
1067454,27017
1067458,22232
1068330,26196
1068393,34416
1068395,19917
1068448,9383
1068861,24412
1068912,14861
1069000,20291
1069049,4228
1069171,25215
1069616,12404
1069757,22149
1069760,19258
1069813,3479
1069870,31512
1069956,30646
1070084,19370
1070275,19894
1070417,316
1070448,10189
1070891,9400
1071212,39617
1071338,27787
1071608,5596
1071636,1816
1071745,34739
1072109,7274
1072364,9969
1072370,7248
1072459,21632
1072517,27324
1072582,28662
1072601,21575
1072732,10994
1073034,10255
1073355,13771
1073819,21891
1073995,3596
1074084,8340
1074164,38574
1074654,32150
1074909,5713
1075039,13783
1075161,22734
1075217,23714
1075290,2849
1075878,10261
1075983,14797
1076273,4975
1076457,31361
1076798,33060
1076808,38341
1076933,25709
1077374,12530
1077795,11546
1077810,35131
1078007,29877
1078027,39256
1078206,4631
1078288,22752
1078401,36521
1078464,20305
1079289,4880
1079371,11424
1079476,36824
1080316,17543
1080398,12773
1080602,16629
1080818,19906
1081056,19523
1081227,17782
1081236,29886
1081242,23753
1081278,26378
1081564,10144
1081584,26619
1082063,11390
1082067,22001
1082120,14265
1082201,6230
1082238,20307
1082261,34657
1082470,35214
1082734,11140
1082789,25651
1083176,3911
1083219,21355
1083257,495
1083361,33963
1083767,22755
1083775,3244
1083818,27942
1084203,22822
1084234,21749
1084482,18675
1084534,26351
1084555,25798
1084611,35889
1084656,3248
1084685,39382
1084743,23775
1084801,22889
1084871,3182
1084898,4511
1085098,20484
1085233,9544
1085244,13757
1085431,15589
1085719,22665
1085844,30394
1085914,12596
1086411,34760
1086636,39341
1086649,7933
1086782,19153
1086841,27655
1087004,4883
1087199,21218
1087309,15131
1087370,31440
1087474,29030
1087482,1500
1087537,19992
1087847,20136
1087877,21784
1087923,33497
1087941,8360
1088752,27190
1088958,2025
1089185,31348
1089410,33771
1090113,9359
1090187,16127
1090426,2638
1090491,4612
1090557,9744
1090602,33020
1090892,25995
1090932,7898
1090942,709
1091233,28947
1091276,5058
1091653,25504
1091755,37677
1091905,20300
1092057,31064
1092114,20287
1092243,30104
1092281,3783
1092320,14260
1092419,13180
1092533,26965
1092555,32773
1092667,21300
1092766,13521
1092788,29821
1092793,11208
1093267,35970
1093339,36005
1093571,26166
1093644,4359
1093956,32264
1093995,37761
1094173,30030
1094520,11107
1094775,11583
1094892,5519
1094909,3477
1094932,31700
1094949,27444
1095053,39569
1095277,13147
1095366,6630
1095413,33099
1095481,39800
1095640,26599
1095661,3878
1095696,12566
1095739,3391
1095987,37085
1096131,34675
1096400,17109
1096613,38217
1096745,21317
1096751,16294
1096896,32392
1097094,2560
1097586,6436
1098312,1273
1098353,7308
1098390,27044
1098493,17681
1098638,9077
1098652,33280
1098824,32054
1099255,3251
1099315,30937
1099655,16077
1099722,27217
1099769,14225
1099776,5165
1099957,30632
1100342,29024
1100397,31891
1100404,18538
1100565,18562
1100652,27334
1100772,31611
1100808,5529
1100872,234
1101049,16278
1101081,9196
1101221,14073
1101256,7244
1101355,14591
1101495,29356
1101598,35226
1102005,11131
1102098,6062
1102267,10033
1102376,29550
1102385,5352
1102573,21923
1102811,13451
1102856,7967
1102858,27556
1102951,5017
1103046,10085
1103368,12822
1103550,25198
1103695,651
1103727,29657
1103767,16782
1103816,39846
1103881,36449
1104155,7289
1104330,32089
1104962,19815
1104989,23646
1105028,23394
1105078,26933
1105224,38226
1105359,37295
1105481,19301
1106368,16383
1106464,4125
1106538,28534
1106602,39712
1106675,643
1106745,12347
1106752,39182
1106877,7737
1106938,13681
1107016,23757
1107024,31687
1107306,28939
1107362,30505
1107531,13764
1107635,22933
1107885,32198
1108278,26815
1108523,10191
1108896,12045
1108987,5047
1109333,8724
1109338,37679
1109499,15817
1109578,22945
1109674,25031
1109922,38594
1109990,17328
1110201,39395
1110490,26046
1110513,23989
1110767,28182
1111240,26530
1111456,38493
1111509,39579
1111567,1712
1111792,5536
1111993,20356
1112143,2999
1112445,8879
1112568,30075
1112772,4808
1113052,38892
1113222,27701
1113350,24384
1113451,27916
1113478,27857
1113497,20629
1113727,19162
1113806,3237
1113850,23196
1113873,18042
1113990,17646
1114230,5283
1114250,29243
1114671,2894
1114718,1556
1114746,21904
1114794,7035
1114888,12473
1114982,6944
1115129,28705
1115319,12060
1115436,28855
1115872,38689
1116030,6152
1116060,13176
1116344,37631
1116437,25663
1116601,18
1116660,14336
1116703,6051
1116765,28381
1116894,22522
1116943,29947
1117277,23334
1117437,7226
1117608,32746
1117623,39016
1117693,17291
1117895,1417
1117896,20959
1117958,35707
1117983,7419
1118235,8780
1118244,171
1118479,9265
1118621,12475
1118756,12991
1118802,17186
1118861,16493
1118983,4279
1119538,5685
1119700,11765
1119731,28709
1119833,7242
1120061,435
1120079,27268
1120185,11676
1120189,2725
1120238,38112
1120314,6477
1120567,27362
1120945,17062
1121134,17853
1121339,10839
1121401,13705
1121639,1774
1121762,21350
1121867,26905
1122029,20141
1122297,26739
1122423,29168
1122533,16170
1122673,25759
1122879,31568
1123060,3586
1123153,21422
1123242,16329
1123251,2033
1123342,5848
1123473,19202
1123611,32634
1123686,4909
1123707,9445
1123767,18443
1123992,16946
1124025,21639
1124075,26831
1124110,27901
1124122,28062
1124166,28863
1124207,14462
1124321,21670
1124363,36566
1124364,32212
1124414,22036
1124675,21148
1124724,3230
1124843,17392
1124935,30129
1125153,39644
1125558,33492
1125673,26929
1125750,15167
1125956,29585
1126110,18858
1126422,38488
1126625,27473
1126628,35976
1126641,33491
1126825,18455
1126840,36528
1126911,17422
1126962,30361
1127119,32088
1127154,392
1127202,18470
1127207,36622
1127214,9964
1127227,9738
1127246,28664
1127341,37052
1127362,17401
1127457,451
1127563,11016
1127608,3835
1127717,5037
1127986,14755
1128032,28362
1128084,16767
1128224,13702
1128355,13507
1128555,563
1128631,38201
1128685,37801
1129066,39553
1129073,23338
1129307,32883
1129629,34279
1129840,13547
1129908,30491
1130015,24371
1130030,10003
1130035,19321
1130100,30615
1130145,36635
1130146,2979
1130501,12184
1130670,936
1131000,19241
1131063,16285
1131147,33370
